transaction_id,award_id,modification_number,action_date,action_type_code,action_obligation
CONT_AWD_HC102819F1284_9700_HC102818D0046_9700:P00010,CONT_AWD_HC102819F1284_9700_HC102818D0046_9700,P00010,2022-04-12,K,-57136.58
CONT_AWD_HC102819F1296_9700_HC102816D0007_9700:P00001,CONT_AWD_HC102819F1296_9700_HC102816D0007_9700,P00001,2022-05-18,K,-77167.25
CONT_AWD_HC102819F1300_9700_HC102818D0046_9700:P00007,CONT_AWD_HC102819F1300_9700_HC102818D0046_9700,P00007,2021-07-28,K,-11709.12
CONT_AWD_HC102819F1318_9700_HC102819A0001_9700:P00001,CONT_AWD_HC102819F1318_9700_HC102819A0001_9700,P00001,2020-03-21,C,-439949.85
CONT_AWD_HC102819F1318_9700_HC102819A0001_9700:P00014,CONT_AWD_HC102819F1318_9700_HC102819A0001_9700,P00014,2024-12-19,B,-79837.9
CONT_AWD_HC102819F1318_9700_HC102819A0001_9700:P00015,CONT_AWD_HC102819F1318_9700_HC102819A0001_9700,P00015,2025-04-15,K,-43212.55
CONT_AWD_HC102819F1319_9700_HC102819A0001_9700:P00005,CONT_AWD_HC102819F1319_9700_HC102819A0001_9700,P00005,2025-01-16,B,-524949.2
CONT_AWD_HC102819F1319_9700_HC102819A0001_9700:P00006,CONT_AWD_HC102819F1319_9700_HC102819A0001_9700,P00006,2025-04-07,K,-115723.15
CONT_AWD_HC102819F1393_9700_HC102817D0001_9700:P00001,CONT_AWD_HC102819F1393_9700_HC102817D0001_9700,P00001,2021-11-10,K,-20535.95
CONT_AWD_HC102819F6180_9700_HC102818D0010_9700:P00006,CONT_AWD_HC102819F6180_9700_HC102818D0010_9700,P00006,2020-11-30,K,-537855.46
CONT_AWD_HC102820C0002_9700_-NONE-_-NONE-:P00033,CONT_AWD_HC102820C0002_9700_-NONE-_-NONE-,P00033,2026-01-15,K,-10366.65
CONT_AWD_HC102820C0010_9700_-NONE-_-NONE-:P00012,CONT_AWD_HC102820C0010_9700_-NONE-_-NONE-,P00012,2023-08-03,K,-71520.24
CONT_AWD_HC102820F0003_9700_GS35F225CA_4732:P00032,CONT_AWD_HC102820F0003_9700_GS35F225CA_4732,P00032,2024-08-09,C,-102269.1
CONT_AWD_HC102820F0287_9700_HC102817D0001_9700:P00003,CONT_AWD_HC102820F0287_9700_HC102817D0001_9700,P00003,2021-07-07,C,-120000.0
CONT_AWD_HC102820F0287_9700_HC102817D0001_9700:P00013,CONT_AWD_HC102820F0287_9700_HC102817D0001_9700,P00013,2024-06-14,B,-73700.64
CONT_AWD_HC102820F0420_9700_NNG15SC94B_8000:P00006,CONT_AWD_HC102820F0420_9700_NNG15SC94B_8000,P00006,2022-06-09,D,-1242264.07
CONT_AWD_HC102820F0420_9700_NNG15SC94B_8000:P00008,CONT_AWD_HC102820F0420_9700_NNG15SC94B_8000,P00008,2023-07-14,D,-1340811.79
CONT_AWD_HC102820F0560_9700_HC102819A0001_9700:P00002,CONT_AWD_HC102820F0560_9700_HC102819A0001_9700,P00002,2021-08-08,B,0.0
CONT_AWD_HC102820F0730_9700_GS35F007BA_4732:P00010,CONT_AWD_HC102820F0730_9700_GS35F007BA_4732,P00010,2021-07-20,M,-200371.6
CONT_AWD_HC102820F0730_9700_GS35F007BA_4732:P00037,CONT_AWD_HC102820F0730_9700_GS35F007BA_4732,P00037,2026-01-06,K,-32012.77
CONT_AWD_HC102820F0965_9700_HC102819A0001_9700:P00008,CONT_AWD_HC102820F0965_9700_HC102819A0001_9700,P00008,2024-08-23,B,-4105.32
CONT_AWD_HC102820F0965_9700_HC102819A0001_9700:P00010,CONT_AWD_HC102820F0965_9700_HC102819A0001_9700,P00010,2025-04-18,K,-12285.3
CONT_AWD_HC102820F6180_9700_HC102818D0010_9700:P00024,CONT_AWD_HC102820F6180_9700_HC102818D0010_9700,P00024,2026-02-26,K,-1516.71
CONT_AWD_HC102820F6181_9700_HC102818D0010_9700:P00032,CONT_AWD_HC102820F6181_9700_HC102818D0010_9700,P00032,2022-09-19,B,-399327.46
CONT_AWD_HC102820F6181_9700_HC102818D0010_9700:P00035,CONT_AWD_HC102820F6181_9700_HC102818D0010_9700,P00035,2024-03-28,B,-1880846.47
CONT_AWD_HC102820F6340_9700_HC102818D0018_9700:P00016,CONT_AWD_HC102820F6340_9700_HC102818D0018_9700,P00016,2021-05-17,C,-400000.0
CONT_AWD_HC102820F6340_9700_HC102818D0018_9700:P00033,CONT_AWD_HC102820F6340_9700_HC102818D0018_9700,P00033,2021-11-24,B,-1075288.86
CONT_AWD_HC102820F6340_9700_HC102818D0018_9700:P00052,CONT_AWD_HC102820F6340_9700_HC102818D0018_9700,P00052,2022-12-21,B,-1985098.78
CONT_AWD_HC102820F6340_9700_HC102818D0018_9700:P00055,CONT_AWD_HC102820F6340_9700_HC102818D0018_9700,P00055,2023-07-10,B,-247038.29
CONT_AWD_HC102820F6340_9700_HC102818D0018_9700:P00058,CONT_AWD_HC102820F6340_9700_HC102818D0018_9700,P00058,2025-09-23,M,-2788257.65
CONT_AWD_HC102820F6720_9700_HC102818D0037_9700:P00038,CONT_AWD_HC102820F6720_9700_HC102818D0037_9700,P00038,2024-03-28,F,0.0
CONT_AWD_HC102820F6720_9700_HC102818D0037_9700:P00040,CONT_AWD_HC102820F6720_9700_HC102818D0037_9700,P00040,2024-09-11,F,-30268.66
CONT_AWD_HC102820P0124_9700_-NONE-_-NONE-:P00004,CONT_AWD_HC102820P0124_9700_-NONE-_-NONE-,P00004,2022-01-21,K,-20000.0
CONT_AWD_HC102821C0009_9700_-NONE-_-NONE-:P00016,CONT_AWD_HC102821C0009_9700_-NONE-_-NONE-,P00016,2025-11-21,K,-22522.83
CONT_AWD_HC102821C0011_9700_-NONE-_-NONE-:P00021,CONT_AWD_HC102821C0011_9700_-NONE-_-NONE-,P00021,2025-07-31,K,-3000.0
CONT_AWD_HC102821C0015_9700_-NONE-_-NONE-:P00005,CONT_AWD_HC102821C0015_9700_-NONE-_-NONE-,P00005,2022-11-23,M,-1386379.12
CONT_AWD_HC102821F0002_9700_HC102820D0001_9700:P00022,CONT_AWD_HC102821F0002_9700_HC102820D0001_9700,P00022,2021-12-28,C,-2775973.89
CONT_AWD_HC102821F0002_9700_HC102820D0001_9700:P00056,CONT_AWD_HC102821F0002_9700_HC102820D0001_9700,P00056,2023-09-15,B,-624818.97
CONT_AWD_HC102821F0002_9700_HC102820D0001_9700:P00072,CONT_AWD_HC102821F0002_9700_HC102820D0001_9700,P00072,2024-03-06,B,-2098074.18
CONT_AWD_HC102821F0002_9700_HC102820D0001_9700:P00100,CONT_AWD_HC102821F0002_9700_HC102820D0001_9700,P00100,2024-10-14,B,-424763.88
CONT_AWD_HC102821F0002_9700_HC102820D0001_9700:P00117,CONT_AWD_HC102821F0002_9700_HC102820D0001_9700,P00117,2025-04-16,B,-6599801.99
CONT_AWD_HC102821F0002_9700_HC102820D0001_9700:P00129,CONT_AWD_HC102821F0002_9700_HC102820D0001_9700,P00129,2025-09-11,C,-529406.38
CONT_AWD_HC102821F0002_9700_HC102820D0001_9700:P00141,CONT_AWD_HC102821F0002_9700_HC102820D0001_9700,P00141,2025-11-24,B,-435000.0
CONT_AWD_HC102821F0086_9700_HC102819A0001_9700:P00003,CONT_AWD_HC102821F0086_9700_HC102819A0001_9700,P00003,2025-06-23,C,-391060.15
CONT_AWD_HC102821F0207_9700_HC102819A0001_9700:P00005,CONT_AWD_HC102821F0207_9700_HC102819A0001_9700,P00005,2025-02-11,K,-8240.42
CONT_AWD_HC102821F0240_9700_HC102816D0007_9700:P00003,CONT_AWD_HC102821F0240_9700_HC102816D0007_9700,P00003,2022-12-09,K,-15.61
CONT_AWD_HC102821F0317_9700_NNG15SC92B_8000:P00001,CONT_AWD_HC102821F0317_9700_NNG15SC92B_8000,P00001,2021-10-13,K,-7205.52
CONT_AWD_HC102821F0801_9700_HC102819A0001_9700:P00004,CONT_AWD_HC102821F0801_9700_HC102819A0001_9700,P00004,2025-05-15,K,-34577.55
CONT_AWD_HC102821F0904_9700_HC102819A0001_9700:P00002,CONT_AWD_HC102821F0904_9700_HC102819A0001_9700,P00002,2024-04-23,B,-100802.09
CONT_AWD_HC102821F0904_9700_HC102819A0001_9700:P00004,CONT_AWD_HC102821F0904_9700_HC102819A0001_9700,P00004,2025-02-12,K,-10847.68
CONT_AWD_HC102821F1077_9700_HC102819A0001_9700:P00001,CONT_AWD_HC102821F1077_9700_HC102819A0001_9700,P00001,2021-09-29,B,-289676.01
CONT_AWD_HC102821F1358_9700_75N98118D00062_7529:P00003,CONT_AWD_HC102821F1358_9700_75N98118D00062_7529,P00003,2024-05-22,K,-0.01
CONT_AWD_HC102822C0005_9700_-NONE-_-NONE-:P00013,CONT_AWD_HC102822C0005_9700_-NONE-_-NONE-,P00013,2026-02-12,G,442500.58
CONT_AWD_HC102822F0114_9700_NNG15SD60B_8000:P00001,CONT_AWD_HC102822F0114_9700_NNG15SD60B_8000,P00001,2023-01-30,K,-105.33
CONT_AWD_HC102822F0202_9700_GS35F0445T_4730:P00001,CONT_AWD_HC102822F0202_9700_GS35F0445T_4730,P00001,2022-03-11,C,-145960.0
CONT_AWD_HC102822F0202_9700_GS35F0445T_4730:P00007,CONT_AWD_HC102822F0202_9700_GS35F0445T_4730,P00007,2023-04-04,C,-153866.55
CONT_AWD_HC102822F0202_9700_GS35F0445T_4730:P00012,CONT_AWD_HC102822F0202_9700_GS35F0445T_4730,P00012,2024-04-24,B,-480534.14
CONT_AWD_HC102822F0666_9700_HC102816D0007_9700:P00004,CONT_AWD_HC102822F0666_9700_HC102816D0007_9700,P00004,2024-01-29,K,-3.83
CONT_AWD_HC102822F0709_9700_HC102816D0007_9700:P00004,CONT_AWD_HC102822F0709_9700_HC102816D0007_9700,P00004,2024-04-30,K,-1179973.86
CONT_AWD_HC102822F0724_9700_HC102819A0001_9700:P00004,CONT_AWD_HC102822F0724_9700_HC102819A0001_9700,P00004,2025-10-09,K,-4141.11
CONT_AWD_HC102822F0730_9700_HC102822D0001_9700:P00002,CONT_AWD_HC102822F0730_9700_HC102822D0001_9700,P00002,2023-08-30,D,-1856023.65
CONT_AWD_HC102822F0852_9700_HC102822D0001_9700:P00009,CONT_AWD_HC102822F0852_9700_HC102822D0001_9700,P00009,2025-11-19,B,-1114382.09
CONT_AWD_HC102822F0874_9700_HC102817D0001_9700:P00004,CONT_AWD_HC102822F0874_9700_HC102817D0001_9700,P00004,2025-02-24,K,-8898.44
CONT_AWD_HC102822F1222_9700_HC102818D0046_9700:P00007,CONT_AWD_HC102822F1222_9700_HC102818D0046_9700,P00007,2024-04-24,K,-3686.73
CONT_AWD_HC102822F1363_9700_HC102817D0001_9700:0,CONT_AWD_HC102822F1363_9700_HC102817D0001_9700,0,2022-09-28,,5073574.44
CONT_AWD_HC102822F1363_9700_HC102817D0001_9700:P00008,CONT_AWD_HC102822F1363_9700_HC102817D0001_9700,P00008,2025-09-19,B,8669353.93
CONT_AWD_HC102822F1444_9700_47QTCB21D0327_4732:P00004,CONT_AWD_HC102822F1444_9700_47QTCB21D0327_4732,P00004,2024-11-18,K,-0.01
CONT_AWD_HC102822P0100_9700_-NONE-_-NONE-:P00008,CONT_AWD_HC102822P0100_9700_-NONE-_-NONE-,P00008,2024-02-28,B,0.0
CONT_AWD_HC102823F0009_9700_HC102817D0001_9700:0,CONT_AWD_HC102823F0009_9700_HC102817D0001_9700,0,2022-10-31,,6554738.25
CONT_AWD_HC102823F0009_9700_HC102817D0001_9700:P00030,CONT_AWD_HC102823F0009_9700_HC102817D0001_9700,P00030,2026-02-23,C,78150.5
CONT_AWD_HC102823F0019_9700_HC102817D0001_9700:0,CONT_AWD_HC102823F0019_9700_HC102817D0001_9700,0,2022-11-03,,229929.0
CONT_AWD_HC102823F0019_9700_HC102817D0001_9700:P00006,CONT_AWD_HC102823F0019_9700_HC102817D0001_9700,P00006,2025-12-10,C,43287.6
CONT_AWD_HC102823F0089_9700_HC102817D0001_9700:0,CONT_AWD_HC102823F0089_9700_HC102817D0001_9700,0,2022-12-07,,123270.75
CONT_AWD_HC102823F0089_9700_HC102817D0001_9700:P00007,CONT_AWD_HC102823F0089_9700_HC102817D0001_9700,P00007,2025-07-17,B,-35263.78
CONT_AWD_HC102823F0383_9700_47QTCB21D0026_4732:P00009,CONT_AWD_HC102823F0383_9700_47QTCB21D0026_4732,P00009,2025-03-27,G,-381663.4
CONT_AWD_HC102823F0383_9700_47QTCB21D0026_4732:P00012,CONT_AWD_HC102823F0383_9700_47QTCB21D0026_4732,P00012,2025-09-24,C,-190453.9
CONT_AWD_HC102823F0384_9700_HC102817D0001_9700:0,CONT_AWD_HC102823F0384_9700_HC102817D0001_9700,0,2023-04-10,,1955990.23
CONT_AWD_HC102823F0384_9700_HC102817D0001_9700:P00014,CONT_AWD_HC102823F0384_9700_HC102817D0001_9700,P00014,2026-01-28,C,210179.71
CONT_AWD_HC102823F0558_9700_HC102817D0001_9700:P00002,CONT_AWD_HC102823F0558_9700_HC102817D0001_9700,P00002,2024-10-21,K,-126532.54
CONT_AWD_HC102823F0605_9700_HC102817D0001_9700:P00009,CONT_AWD_HC102823F0605_9700_HC102817D0001_9700,P00009,2025-12-09,C,-8099.04
CONT_AWD_HC102823F0656_9700_HC102822D0001_9700:P00005,CONT_AWD_HC102823F0656_9700_HC102822D0001_9700,P00005,2025-07-21,M,-500000.0
CONT_AWD_HC102823F0656_9700_HC102822D0001_9700:P00006,CONT_AWD_HC102823F0656_9700_HC102822D0001_9700,P00006,2026-02-24,C,-616161.42
CONT_AWD_HC102823F1025_9700_HC102817D0001_9700:0,CONT_AWD_HC102823F1025_9700_HC102817D0001_9700,0,2023-09-05,,956479.29
CONT_AWD_HC102823F1025_9700_HC102817D0001_9700:P00009,CONT_AWD_HC102823F1025_9700_HC102817D0001_9700,P00009,2025-12-30,B,14000.0
CONT_AWD_HC102823F1118_9700_HC102818D0046_9700:P00005,CONT_AWD_HC102823F1118_9700_HC102818D0046_9700,P00005,2025-08-26,K,-10.39
CONT_AWD_HC102823F1169_9700_47QTCA22D00AD_4732:P00011,CONT_AWD_HC102823F1169_9700_47QTCA22D00AD_4732,P00011,2024-08-20,B,-1655351.4
CONT_AWD_HC102823F1169_9700_47QTCA22D00AD_4732:P00019,CONT_AWD_HC102823F1169_9700_47QTCA22D00AD_4732,P00019,2025-04-22,B,-214313.27
CONT_AWD_HC102824C0002_9700_-NONE-_-NONE-:P00005,CONT_AWD_HC102824C0002_9700_-NONE-_-NONE-,P00005,2025-07-28,C,250590.14
CONT_AWD_HC102824C0023_9700_-NONE-_-NONE-:0,CONT_AWD_HC102824C0023_9700_-NONE-_-NONE-,0,2024-09-27,,315000.0
CONT_AWD_HC102824C0023_9700_-NONE-_-NONE-:P00002,CONT_AWD_HC102824C0023_9700_-NONE-_-NONE-,P00002,2025-08-15,B,472000.0
CONT_AWD_HC102824F0029_9700_47QTCB21D0168_4732:P00014,CONT_AWD_HC102824F0029_9700_47QTCB21D0168_4732,P00014,2025-05-09,K,-1235.68
CONT_AWD_HC102824F0136_9700_GS35F012GA_4732:P00002,CONT_AWD_HC102824F0136_9700_GS35F012GA_4732,P00002,2024-03-11,C,-171501.25
CONT_AWD_HC102824F0585_9700_HC102817D0001_9700:0,CONT_AWD_HC102824F0585_9700_HC102817D0001_9700,0,2024-05-15,,597871.44
CONT_AWD_HC102824F0585_9700_HC102817D0001_9700:P00005,CONT_AWD_HC102824F0585_9700_HC102817D0001_9700,P00005,2026-03-03,M,0.0
CONT_AWD_HC102824F0743_9700_HC102816D0007_9700:P00002,CONT_AWD_HC102824F0743_9700_HC102816D0007_9700,P00002,2026-03-03,K,-160043.95
CONT_AWD_HC102824F1418_9700_HC102817D0001_9700:0,CONT_AWD_HC102824F1418_9700_HC102817D0001_9700,0,2024-09-17,,1337156.1
CONT_AWD_HC102824F1418_9700_HC102817D0001_9700:P00001,CONT_AWD_HC102824F1418_9700_HC102817D0001_9700,P00001,2025-09-16,B,974644.14
CONT_AWD_HC102825F0034_9700_HC102822D0001_9700:0,CONT_AWD_HC102825F0034_9700_HC102822D0001_9700,0,2025-03-03,,241827.54
CONT_AWD_HC102825F0034_9700_HC102822D0001_9700:P00002,CONT_AWD_HC102825F0034_9700_HC102822D0001_9700,P00002,2025-06-27,B,151935.38
CONT_AWD_HC102825F0060_9700_HC102817D0001_9700:0,CONT_AWD_HC102825F0060_9700_HC102817D0001_9700,0,2024-12-11,,4050855.75
CONT_AWD_HC102825F0060_9700_HC102817D0001_9700:P00005,CONT_AWD_HC102825F0060_9700_HC102817D0001_9700,P00005,2026-02-27,C,487334.96
CONT_AWD_HC102825F0084_9700_HC102817D0001_9700:0,CONT_AWD_HC102825F0084_9700_HC102817D0001_9700,0,2024-12-11,,483086.8
CONT_AWD_HC102825F0084_9700_HC102817D0001_9700:P00001,CONT_AWD_HC102825F0084_9700_HC102817D0001_9700,P00001,2025-12-15,B,334249.3
CONT_AWD_HC102825F0560_9700_NNG15SC82B_8000:P00001,CONT_AWD_HC102825F0560_9700_NNG15SC82B_8000,P00001,2025-06-24,D,-173324.07
CONT_AWD_HC102826F0012_9700_HC102820D0001_9700:P00008,CONT_AWD_HC102826F0012_9700_HC102820D0001_9700,P00008,2026-01-26,B,-1397929.67
CONT_AWD_HC104710F4074_9700_GS06F0654Z_4730:P00033,CONT_AWD_HC104710F4074_9700_GS06F0654Z_4730,P00033,2025-08-22,K,-775044.81
CONT_AWD_HC104712C4038_9700_-NONE-_-NONE-:P00018,CONT_AWD_HC104712C4038_9700_-NONE-_-NONE-,P00018,2025-08-11,K,-672095.08
CONT_AWD_HC104713F0061_9700_GS06F0654Z_4730:P00022,CONT_AWD_HC104713F0061_9700_GS06F0654Z_4730,P00022,2023-08-31,K,-292704.97
CONT_AWD_HC104713F4034_9700_GS00Q09BGD0005_4735:P00005,CONT_AWD_HC104713F4034_9700_GS00Q09BGD0005_4735,P00005,2023-06-20,K,-2461.57
CONT_AWD_HC104715C4009_9700_-NONE-_-NONE-:P00013,CONT_AWD_HC104715C4009_9700_-NONE-_-NONE-,P00013,2019-02-28,K,-24000.0
CONT_AWD_HC104717C4011_9700_-NONE-_-NONE-:P00027,CONT_AWD_HC104717C4011_9700_-NONE-_-NONE-,P00027,2022-05-17,K,-1000.0
CONT_AWD_HC104717F0009_9700_FA873214D0026_9700:P00029,CONT_AWD_HC104717F0009_9700_FA873214D0026_9700,P00029,2021-04-21,D,-197258.08
CONT_AWD_HC104717F0009_9700_FA873214D0026_9700:P00030,CONT_AWD_HC104717F0009_9700_FA873214D0026_9700,P00030,2021-06-29,D,-256196.34
CONT_AWD_HC104717F0067_9700_GS35F088AA_4732:P00016,CONT_AWD_HC104717F0067_9700_GS35F088AA_4732,P00016,2019-10-10,C,-106451.71
CONT_AWD_HC104717F0067_9700_GS35F088AA_4732:P00036,CONT_AWD_HC104717F0067_9700_GS35F088AA_4732,P00036,2025-06-06,K,-14722.66
CONT_AWD_HC104717F0108_9700_GS00Q17GWD2314_4732:P00006,CONT_AWD_HC104717F0108_9700_GS00Q17GWD2314_4732,P00006,2022-06-16,K,-47058.45
CONT_AWD_HC104718F0033_9700_GS06F0626Z_4730:P00023,CONT_AWD_HC104718F0033_9700_GS06F0626Z_4730,P00023,2021-07-30,C,-109375.0
CONT_AWD_HC104718F0033_9700_GS06F0626Z_4730:P00040,CONT_AWD_HC104718F0033_9700_GS06F0626Z_4730,P00040,2025-05-09,M,-982390.22
CONT_AWD_HC104719C0006_9700_-NONE-_-NONE-:P00007,CONT_AWD_HC104719C0006_9700_-NONE-_-NONE-,P00007,2020-03-27,K,-18740.0
CONT_AWD_HC104719C0008_9700_-NONE-_-NONE-:P00024,CONT_AWD_HC104719C0008_9700_-NONE-_-NONE-,P00024,2022-08-24,B,-163280.35
CONT_AWD_HC104719C0008_9700_-NONE-_-NONE-:P00035,CONT_AWD_HC104719C0008_9700_-NONE-_-NONE-,P00035,2024-07-03,M,0.0
CONT_AWD_HC104719C0016_9700_-NONE-_-NONE-:P00007,CONT_AWD_HC104719C0016_9700_-NONE-_-NONE-,P00007,2022-06-10,K,-10490.95
CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529:P00021,CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529,P00021,2020-06-09,M,-719262.86
CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529:P00028,CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529,P00028,2020-11-17,C,-682836.04
CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529:P00033,CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529,P00033,2021-01-27,C,-300438.45
CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529:P00053,CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529,P00053,2021-12-06,C,-170087.87
CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529:P00062,CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529,P00062,2022-05-09,C,-1647387.8
CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529:P00071,CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529,P00071,2022-08-31,C,-139000.0
CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529:P00077,CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529,P00077,2023-01-19,C,-410043.33
CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529:P00081,CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529,P00081,2023-04-10,G,-155268.13
CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529:P00087,CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529,P00087,2023-07-06,G,-428504.03
CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529:P00089,CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529,P00089,2023-08-01,B,-444639.91
CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529:P00098,CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529,P00098,2023-12-19,C,-652594.44
CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529:P00102,CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529,P00102,2024-04-17,C,-598056.73
CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529:P00103,CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529,P00103,2025-03-07,M,-172886.2
CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529:P00104,CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529,P00104,2025-06-25,M,-132847.5
CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529:P00105,CONT_AWD_HC104719F0002_9700_HHSN316201200036W_7529,P00105,2025-07-02,M,-421742.71
CONT_AWD_HC104719F0027_9700_HHSN316201200187W_7529:P00019,CONT_AWD_HC104719F0027_9700_HHSN316201200187W_7529,P00019,2022-06-09,G,-115068.3
CONT_AWD_HC104719F0027_9700_HHSN316201200187W_7529:P00036,CONT_AWD_HC104719F0027_9700_HHSN316201200187W_7529,P00036,2024-06-26,C,-276012.19
CONT_AWD_HC104719F5053_9700_HC104719D4002_9700:P00010,CONT_AWD_HC104719F5053_9700_HC104719D4002_9700,P00010,2020-04-07,C,-2676019.62
CONT_AWD_HC104719F5053_9700_HC104719D4002_9700:P00039,CONT_AWD_HC104719F5053_9700_HC104719D4002_9700,P00039,2024-04-26,C,-253745.26
CONT_AWD_HC104719F5053_9700_HC104719D4002_9700:P00040,CONT_AWD_HC104719F5053_9700_HC104719D4002_9700,P00040,2024-05-14,M,-223359.19
CONT_AWD_HC104719F6240_9700_HC102818D0013_9700:P00004,CONT_AWD_HC104719F6240_9700_HC102818D0013_9700,P00004,2021-11-16,K,-1002360.03
CONT_AWD_HC104720F0006_9700_GS35F515DA_4732:P00006,CONT_AWD_HC104720F0006_9700_GS35F515DA_4732,P00006,2021-08-11,K,-1800.0
CONT_AWD_HC104720F0025_9700_47QTCA19D00BP_4732:P00011,CONT_AWD_HC104720F0025_9700_47QTCA19D00BP_4732,P00011,2022-05-23,K,-8704.71
CONT_AWD_HC104720F0106_9700_47QTCA18D003L_4732:P00006,CONT_AWD_HC104720F0106_9700_47QTCA18D003L_4732,P00006,2022-06-09,B,-191770.8
CONT_AWD_HC104720F0106_9700_47QTCA18D003L_4732:P00024,CONT_AWD_HC104720F0106_9700_47QTCA18D003L_4732,P00024,2025-03-21,C,-174795.04
CONT_AWD_HC104720F0106_9700_47QTCA18D003L_4732:P00025,CONT_AWD_HC104720F0106_9700_47QTCA18D003L_4732,P00025,2025-11-12,C,-285953.27
CONT_AWD_HC104720F0112_9700_NNG15SC90B_8000:P00001,CONT_AWD_HC104720F0112_9700_NNG15SC90B_8000,P00001,2020-09-29,M,-420971.3
CONT_AWD_HC104720F6360_9700_HC102818D0019_9700:P00018,CONT_AWD_HC104720F6360_9700_HC102818D0019_9700,P00018,2025-05-15,M,-1110359.06
CONT_AWD_HC104720P0002_9700_-NONE-_-NONE-:P00008,CONT_AWD_HC104720P0002_9700_-NONE-_-NONE-,P00008,2022-08-10,K,-0.02
CONT_AWD_HC104721F2079_9700_HC104719A0002_9700:P00008,CONT_AWD_HC104721F2079_9700_HC104719A0002_9700,P00008,2025-05-01,F,0.0
CONT_AWD_HC104722F0001_9700_HC104718D2005_9700:P00017,CONT_AWD_HC104722F0001_9700_HC104718D2005_9700,P00017,2024-07-30,B,-271429.19
CONT_AWD_HC104722F0004_9700_HC104719D4002_9700:P00004,CONT_AWD_HC104722F0004_9700_HC104719D4002_9700,P00004,2022-08-30,C,-994185.58
CONT_AWD_HC104722F0004_9700_HC104719D4002_9700:P00008,CONT_AWD_HC104722F0004_9700_HC104719D4002_9700,P00008,2024-09-10,C,-337701.72
CONT_AWD_HC104722F0004_9700_HC104719D4002_9700:P00013,CONT_AWD_HC104722F0004_9700_HC104719D4002_9700,P00013,2025-09-09,C,-440033.93
CONT_AWD_HC104722F0054_9700_HC104719D2041_9700:P00009,CONT_AWD_HC104722F0054_9700_HC104719D2041_9700,P00009,2024-07-30,C,-151990.96
CONT_AWD_HC104722F0054_9700_HC104719D2041_9700:P00011,CONT_AWD_HC104722F0054_9700_HC104719D2041_9700,P00011,2026-01-12,M,-384412.83
CONT_AWD_HC104722F0206_9700_HHSN316201200092W_7529:P00004,CONT_AWD_HC104722F0206_9700_HHSN316201200092W_7529,P00004,2023-11-03,B,-162444.68
CONT_AWD_HC104723F0033_9700_HC104718D2012_9700:P00020,CONT_AWD_HC104723F0033_9700_HC104718D2012_9700,P00020,2025-01-22,C,-670011.0
CONT_AWD_HC104723F0033_9700_HC104718D2012_9700:P00029,CONT_AWD_HC104723F0033_9700_HC104718D2012_9700,P00029,2025-04-22,G,-496725.4
CONT_AWD_HC104723F0057_9700_HC104721A4000_9700:P00005,CONT_AWD_HC104723F0057_9700_HC104721A4000_9700,P00005,2024-03-20,F,0.0
CONT_AWD_HC104724C0009_9700_-NONE-_-NONE-:P00005,CONT_AWD_HC104724C0009_9700_-NONE-_-NONE-,P00005,2025-11-26,B,0.0
CONT_AWD_HC104724F0063_9700_47QTCB22D0028_4732:P00003,CONT_AWD_HC104724F0063_9700_47QTCB22D0028_4732,P00003,2025-05-12,F,-107875.02
CONT_AWD_HC104724F6681_9700_HC102818D0035_9700:0,CONT_AWD_HC104724F6681_9700_HC102818D0035_9700,0,2024-09-18,,1832363.0
CONT_AWD_HC104724F6681_9700_HC102818D0035_9700:P00003,CONT_AWD_HC104724F6681_9700_HC102818D0035_9700,P00003,2025-07-17,M,0.0
